SpineBase								SpineMid								Neck								Head								ShoulderLeft								ElbowLeft								WristLeft								HandLeft								ShoulderRight								ElbowRight								WristRight								HandRight								HipLeft								KneeLeft								AnkleLeft								FootLeft								HipRight								KneeRight								AnkleRight								FootRight								SpineShoulder								HandTipLeft								ThumbLeft								HandTipRight								ThumbRight								
Position.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint Type
0.2095219;-0.4131358;1.289451;0.05977575;0.9913683;-0.0448476;-0.1077241;SpineBase;0.2437785;-0.1019577;1.257415;0.06037894;0.9898149;-0.04403215;-0.1211696;SpineMid;0.272979;0.1968672;1.208578;0.0574418;0.9845642;-0.09180694;-0.1374964;Neck;0.3110195;0.3277626;1.141744;0;0;0;0;Head;0.1011681;0.1207654;1.260338;0.7130738;-0.6901256;-0.03695336;0.1178422;ShoulderLeft;-0.05104937;-0.1657146;1.306663;0.8971018;-0.249773;-0.3637528;-0.02248707;ElbowLeft;-0.1213368;-0.4100742;1.294165;0.989048;-0.1403718;0.04149119;-0.01893167;WristLeft;-0.07202444;-0.4463772;1.270778;0.8270681;0.3304573;0.304757;-0.3374603;HandLeft;0.4154154;0.03412978;1.176713;0.8497104;0.4973131;-0.1664316;-0.05451932;ShoulderRight;0.4377369;-0.2433546;1.132139;0.9098037;0.003997214;0.4054362;-0.08867158;ElbowRight;0.4085711;-0.4826548;1.039262;0.9580107;-0.09589534;0.2129773;-0.1663135;WristRight;0.3986971;-0.5205383;1.03445;0.9693276;-0.1363181;0.2015561;-0.03458942;HandRight;0.1317318;-0.3825108;1.270845;-0.5572617;0.8227944;-0.1033086;0.04237955;HipLeft;-0.07247904;-0.6578023;1.055059;-0.4794358;-0.1038117;0.7810124;0.3865024;KneeLeft;0.1319261;-0.5885248;1.210239;0.08448416;-0.3875386;-0.6021252;0.692908;AnkleLeft;0.05783081;-0.6274414;1.118164;0;0;0;0;FootLeft;0.2764302;-0.4223434;1.241234;0.7070965;0.6363813;-0.2355689;-0.1988486;HipRight;0.5429767;-0.3752972;1.019551;-0.2488715;0.2267372;-0.6089562;0.7182099;KneeRight;0.3983836;-0.6028437;1.161057;0.7280272;-0.04194501;0.5862079;0.3529551;AnkleRight;0.3620838;-0.6416577;1.034373;0;0;0;0;FootRight;0.2664317;0.1240994;1.223226;0.05925481;0.9866113;-0.06723269;-0.1362599;SpineShoulder;-0.05833596;-0.5039204;1.265454;0;0;0;0;HandTipLeft;-0.02393357;-0.471957;1.1915;0;0;0;0;ThumbLeft;0.3889636;-0.5924601;1.034857;0;0;0;0;HandTipRight;0.4040627;-0.5170382;0.9912266;0;0;0;0;ThumbRight;

0.2092096;-0.4043972;1.291932;0.06432053;0.9939455;-0.01078124;-0.08842524;SpineBase;0.2489512;-0.09156075;1.281581;0.06446031;0.9926602;-0.009911355;-0.1018444;SpineMid;0.2821111;0.2079678;1.255872;0.05897272;0.9898391;-0.05266456;-0.1181829;Neck;0.3149075;0.3391977;1.187747;0;0;0;0;Head;0.1082901;0.1252057;1.306482;0.7230887;-0.6795046;-0.07148618;0.1015178;ShoulderLeft;-0.02840413;-0.1451402;1.346033;0.9021457;-0.2387754;-0.3585849;-0.02315895;ElbowLeft;-0.05815567;-0.38698;1.302085;0.8861838;-0.0943313;0.4506186;-0.05218092;WristLeft;-0.05260501;-0.4447102;1.309144;0.8885145;0.06994698;0.4523286;0.03237901;HandLeft;0.4357905;0.05006519;1.228971;0.8458427;0.519555;-0.112426;-0.04441922;ShoulderRight;0.4642779;-0.2154793;1.2362;0.9120768;0.05428799;0.406302;-0.009350695;ElbowRight;0.4627306;-0.4601431;1.212141;0.9317486;-0.02058563;0.3597704;-0.04456699;WristRight;0.4578328;-0.4932889;1.213826;0.9298643;-0.0591988;0.3596621;0.0499091;HandRight;0.1294251;-0.377234;1.271814;-0.5787264;0.8070755;-0.09129032;0.07328748;HipLeft;0.03629299;-0.771546;1.177;-0.6372463;-0.01492093;0.7534771;0.1611424;KneeLeft;-0.04010543;-1.11044;1.118235;-0.6629661;0.01072094;0.7358011;0.1376868;AnkleLeft;-0.06140738;-1.13853;0.9927546;0;0;0;0;FootLeft;0.2781388;-0.4106931;1.24533;0.7056696;0.6455792;-0.199389;-0.2133122;HipRight;0.2681417;-0.7952064;1.326287;0.7688348;0.05579858;0.6308786;0.08815736;KneeRight;0.2651477;-1.127835;1.419007;0.7679192;0.08222818;0.6260353;0.107789;AnkleRight;0.237993;-1.158978;1.291282;0;0;0;0;FootRight;0.2743834;0.1348016;1.26463;0.05977263;0.9908648;-0.03039054;-0.1170063;SpineShoulder;-0.03384965;-0.4970213;1.301525;0;0;0;0;HandTipLeft;-0.02133893;-0.4191688;1.271155;0;0;0;0;ThumbLeft;0.4479912;-0.559446;1.218662;0;0;0;0;HandTipRight;0.479277;-0.5115532;1.1541;0;0;0;0;ThumbRight;

0.2041038;-0.3992776;1.306201;0.06531955;0.9941148;-0.002048601;-0.08639968;SpineBase;0.2449948;-0.08625367;1.301351;0.06533665;0.9932089;-0.001400628;-0.09625556;SpineMid;0.2808799;0.2131868;1.280391;0.06186095;0.9910805;-0.04518791;-0.1090438;Neck;0.3096797;0.3447416;1.212304;0;0;0;0;Head;0.1034846;0.1287777;1.332222;0.7254653;-0.6763175;-0.07983367;0.09960531;ShoulderLeft;-0.02625364;-0.1428414;1.362524;0.8918236;-0.2222019;-0.3918629;-0.0414788;ElbowLeft;-0.05838948;-0.3825864;1.307961;0.8551286;-0.1125269;0.5021718;-0.06258083;WristLeft;-0.05096663;-0.4446453;1.315443;0.8545797;0.08142117;0.512479;0.02072345;HandLeft;0.4375647;0.06351829;1.259165;0.8365498;0.539104;-0.09137963;-0.03465725;ShoulderRight;0.4744163;-0.2157796;1.27633;0.9326681;0.07201132;0.3534352;0.005315287;ElbowRight;0.4769363;-0.4604015;1.265181;0.9371746;-0.003103671;0.3480787;-0.02313752;WristRight;0.4700076;-0.4942252;1.271833;0.9257367;-0.05902132;0.3521265;0.1246391;HandRight;0.1238957;-0.3739313;1.2859;-0.5880591;0.8000502;-0.08792792;0.07984302;HipLeft;0.02895143;-0.7694947;1.188566;-0.6379843;-0.01553517;0.7522103;0.1640561;KneeLeft;-0.05120663;-1.118739;1.126289;-0.6695925;0.01158463;0.7292305;0.1404797;AnkleLeft;-0.07040131;-1.146377;0.9999473;0;0;0;0;FootLeft;0.2737699;-0.4040135;1.259475;0.701319;0.6508405;-0.190619;-0.2195969;HipRight;0.2743933;-0.7925062;1.333984;0.7692042;0.06066651;0.6319609;0.07259472;KneeRight;0.2804425;-1.13756;1.423946;0.7656211;0.08743963;0.6305406;0.0927216;AnkleRight;0.2548879;-1.168216;1.295427;0;0;0;0;FootRight;0.2725545;0.140222;1.288;0.06323966;0.9919117;-0.02258086;-0.1077127;SpineShoulder;-0.02932869;-0.4986861;1.302192;0;0;0;0;HandTipLeft;-0.01231143;-0.4086976;1.281967;0;0;0;0;ThumbLeft;0.4642379;-0.5733622;1.282516;0;0;0;0;HandTipRight;0.4904686;-0.5044028;1.204;0;0;0;0;ThumbRight;

0.186851;-0.3861619;1.359522;0.06117082;0.9954761;0.01190546;-0.07171922;SpineBase;0.2257399;-0.07370693;1.364223;0.06103697;0.9946323;0.01257369;-0.08260126;SpineMid;0.2596252;0.2253638;1.353085;0.05625791;0.993323;-0.02977929;-0.09621634;Neck;0.2794468;0.3581922;1.292652;0;0;0;0;Head;0.07559338;0.1320435;1.401083;0.7409115;-0.6610752;-0.08405394;0.08345369;ShoulderLeft;-0.03050125;-0.1448386;1.398782;0.9018897;-0.1653012;-0.3917633;-0.07610518;ElbowLeft;-0.06178642;-0.3841892;1.336362;0.8755984;-0.1150517;0.4618674;-0.08227408;WristLeft;-0.04523676;-0.4492312;1.338581;0.8593033;0.115903;0.4958763;-0.04765547;HandLeft;0.4179968;0.08461143;1.333962;0.8262991;0.5580109;-0.0679386;-0.03518518;ShoulderRight;0.4734859;-0.2047598;1.357357;0.9372991;0.1022386;0.3331414;0.00588476;ElbowRight;0.4889768;-0.4496638;1.351844;0.549003;0.007955442;0.8351482;-0.03255459;WristRight;0.4771992;-0.4758796;1.354203;0.5869006;-0.09209289;0.7810937;0.1922482;HandRight;0.1060584;-0.3657293;1.33676;-0.6111552;0.7799364;-0.09072106;0.09979194;HipLeft;0.04649813;-0.7734153;1.314525;-0.6532416;0.02701516;0.7531963;0.07239415;KneeLeft;-0.004928356;-1.145948;1.319712;-0.6660466;0.05089896;0.7427232;0.04640594;AnkleLeft;-0.02215959;-1.172164;1.19549;0;0;0;0;FootLeft;0.2582781;-0.387194;1.31431;0.6906448;0.6666314;-0.1706289;-0.2224818;HipRight;0.2918271;-0.7882904;1.347627;0.7602397;0.05846317;0.6469909;0.004500737;KneeRight;0.3270487;-1.15582;1.403584;0.7694899;0.08433988;0.632444;0.02804869;AnkleRight;0.3035798;-1.183076;1.279199;0;0;0;0;FootRight;0.2518352;0.1524919;1.358227;0.05837589;0.993738;-0.007667884;-0.09496408;SpineShoulder;-0.02398759;-0.5088986;1.33272;0;0;0;0;HandTipLeft;-0.0126588;-0.4189698;1.301656;0;0;0;0;ThumbLeft;0.4808028;-0.5476959;1.3718;0;0;0;0;HandTipRight;0.5232287;-0.4538104;1.335686;0;0;0;0;ThumbRight;

0.1854758;-0.3864048;1.370056;0.05579112;0.9957377;0.01450127;-0.07199607;SpineBase;0.2211727;-0.07314175;1.37663;0.0556252;0.9948689;0.01512523;-0.0831439;SpineMid;0.2517068;0.2269543;1.367476;0.05009089;0.9936817;-0.02685514;-0.09678038;Neck;0.2712175;0.3606658;1.309016;0;0;0;0;Head;0.0654035;0.1316385;1.415783;0.7431117;-0.6585585;-0.08591287;0.08188209;ShoulderLeft;-0.03378673;-0.1465538;1.406404;0.9097337;-0.1511079;-0.3782941;-0.08027935;ElbowLeft;-0.06136682;-0.3862617;1.34348;0.8571356;-0.1121472;0.4959496;-0.08231363;WristLeft;-0.04321082;-0.4517341;1.346298;0.8335348;0.1246882;0.535372;-0.05522287;HandLeft;0.411074;0.08590382;1.347239;0.8262334;0.5580313;-0.06728449;-0.03757957;ShoulderRight;0.4706502;-0.2010505;1.366242;0.9447293;0.1070742;0.3098722;-0.0008751873;ElbowRight;0.4870015;-0.4460309;1.357466;0.9265534;0.02418294;0.3742597;-0.02904583;WristRight;0.4745854;-0.476843;1.358637;0.8957422;-0.1662924;0.4013986;0.09419089;HandRight;0.104743;-0.3673018;1.34731;-0.6173012;0.7749299;-0.08891752;0.1025505;HipLeft;0.05583049;-0.711102;1.346275;-0.6522238;0.04503325;0.7547299;0.05439537;KneeLeft;-0.0008759784;-1.140715;1.382898;-0.6633039;0.07503975;0.7442901;0.02072182;AnkleLeft;-0.01889203;-1.171841;1.259727;0;0;0;0;FootLeft;0.2569597;-0.3862644;1.324788;0.6858432;0.6713216;-0.1696762;-0.2239563;HipRight;0.2919845;-0.7892773;1.351643;0.7595923;0.05443795;0.6481111;-0.002846355;KneeRight;0.32856;-1.159555;1.401878;0.7709829;0.08034857;0.6314188;0.02096736;AnkleRight;0.3049822;-1.18613;1.278588;0;0;0;0;FootRight;0.2447597;0.1537986;1.37212;0.05246057;0.9940188;-0.004893753;-0.09565817;SpineShoulder;-0.02403568;-0.5090455;1.343058;0;0;0;0;HandTipLeft;-0.008540807;-0.4181136;1.31912;0;0;0;0;ThumbLeft;0.4740345;-0.5644116;1.372467;0;0;0;0;HandTipRight;0.5121546;-0.4848306;1.301;0;0;0;0;ThumbRight;

0.1157849;-0.3933856;1.541218;0.005785594;0.9912796;0.00933656;-0.131317;SpineBase;0.1201422;-0.08049334;1.546536;0.005869046;0.9924168;0.009284328;-0.1224268;SpineMid;0.122824;0.2204349;1.536063;0.006833876;0.9929318;-0.03378049;-0.1135714;Neck;0.1143903;0.3589162;1.48352;0;0;0;0;Head;-0.06344716;0.1020758;1.587006;0.7789848;-0.6157497;-0.08458778;0.08294378;ShoulderLeft;-0.1114839;-0.1723579;1.55775;0.9664173;-0.07124275;-0.2363398;-0.071454;ElbowLeft;-0.1109726;-0.4109447;1.510814;0.7113574;-0.06706643;0.696108;-0.07004608;WristLeft;-0.1061384;-0.456293;1.51835;0.6928091;0.09537416;0.7145258;0.01929273;HandLeft;0.2974255;0.1075264;1.502027;0.7736424;0.6236174;-0.0930652;-0.06259142;ShoulderRight;0.3777366;-0.1514533;1.474943;0.9008982;0.1155241;0.4044529;-0.1070256;ElbowRight;0.3888445;-0.3798072;1.386388;0.6138201;-0.1291158;0.7674113;-0.132793;WristRight;0.3708268;-0.4052431;1.372921;0.6885218;-0.3523752;0.6328375;0.03586308;HandRight;0.03589044;-0.3924341;1.527215;-0.7007226;0.7081068;-0.05588844;0.06670263;HipLeft;0.05976711;-0.7221422;1.579073;-0.604295;0.04011787;0.7921466;-0.0756437;KneeLeft;0.1326255;-1.138314;1.733183;-0.6244592;0.08214866;0.7567968;-0.1748169;AnkleLeft;0.1091285;-1.168785;1.60856;0;0;0;0;FootLeft;0.1905297;-0.3766274;1.485728;0.6106607;0.726369;-0.1962346;-0.2469283;HipRight;0.231131;-0.7105104;1.36516;0.7705823;-0.06133178;0.6110927;-0.1703147;KneeRight;0.2884069;-1.151503;1.246811;0.7954997;-0.02672764;0.5885041;-0.1418759;AnkleRight;0.2592005;-1.17984;1.122975;0;0;0;0;FootRight;0.1223891;0.1468881;1.541123;0.006259332;0.9934466;-0.01126149;-0.1135686;SpineShoulder;-0.09388691;-0.5476952;1.516929;0;0;0;0;HandTipLeft;-0.04843192;-0.4380805;1.509765;0;0;0;0;ThumbLeft;0.3561383;-0.4743854;1.340793;0;0;0;0;HandTipRight;0.4195302;-0.3890036;1.372163;0;0;0;0;ThumbRight;

