SpineBase							SpineMid							Neck							Head							ShoulderLeft							ElbowLeft							WristLeft							HandLeft							ShoulderRight							ElbowRight							WristRight							HandRight							HipLeft							KneeLeft							AnkleLeft							FootLeft							HipRight							KneeRight							AnkleRight							FootRight							SpineShoulder							HandTipLeft							ThumbLeft							HandTipRight							ThumbRight							
Position.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint TypePosition.X;Position.Y;Position.Z;Orientation.X,Orientation.Y,Orientation.Z,Orientation.W,Joint Type
0.01238494;-0.4065353;1.074966;-0.001921708;0.9857733;-0.09232675;-0.1404389;SpineBase0.00298219;-0.09556665;1.01755;-0.002404535;0.9864943;-0.09231544;-0.1352815;SpineMid-0.006038672;0.2027048;0.940509;0.004520404;0.9807159;-0.1475601;-0.1280698;Neck-0.01671514;0.3351631;0.8867025;0;0;0;0;Head-0.1680983;0.09079619;0.9988223;0.7841761;-0.6056053;0.001417614;0.1353072;ShoulderLeft-0.2281084;-0.1614558;0.9917098;-0.4014902;0.03446358;0.9083213;0.1121178;ElbowLeft-0.3015764;-0.4217085;0.9720231;-0.6523205;0.0626023;0.7445818;0.1271094;WristLeft-0.3060839;-0.4635096;0.9703035;-0.6644877;0.02043303;0.7450899;0.05366177;HandLeft0.1449369;0.1146448;0.9083747;0.7115408;0.6695503;-0.2088757;-0.04222609;ShoulderRight0.3129733;-0.1298372;0.9568545;0.6184739;0.2550546;0.7239835;-0.1681815;ElbowRight0.4914383;-0.3680177;0.8901241;0.8006071;0.3243972;-0.4994717;0.06574705;WristRight0.5518113;-0.4214786;0.8877257;0.7900214;0.3637139;-0.4551861;0.190746;HandRight-0.06008122;-0.3989067;1.064326;-0.6607152;0.7427331;-0.1079731;-0.01203868;HipLeft-0.3156163;-0.2225;0.8838959;-0.0563337;-0.4161551;0.5012207;0.756584;KneeLeft-0.1255033;-0.5270151;0.9222941;-0.6285335;-0.1376694;0.7257202;-0.2435628;AnkleLeft-0.1189358;-0.5793767;0.8005181;0;0;0;0;FootLeft0.08432409;-0.3893934;1.020077;0.5837405;0.7486406;-0.2572605;-0.1805585;HipRight0.0922448;-0.1873883;0.717504;-0.4673587;0.09557424;-0.06337073;0.8765988;KneeRight0.5350442;-0.3655068;0.7970869;0.606405;0.4732338;0.5624311;-0.3033051;AnkleRight0.5703247;-0.4044856;0.6817362;0;0;0;0;FootRight-0.003855516;0.1305297;0.962438;0.0008461449;0.9843183;-0.1201337;-0.1291696;SpineShoulder-0.314764;-0.5169643;0.9726586;0;0;0;0;HandTipLeft-0.3273689;-0.4481715;0.965375;0;0;0;0;ThumbLeft0.5847545;-0.4506521;0.8852222;0;0;0;0;HandTipRight0.4685129;-0.4086179;0.8462222;0;0;0;0;ThumbRight

-0.05316885;-0.3421425;1.145521;0.05987948;0.9776481;-0.156053;-0.1275389;SpineBase-0.03048888;-0.0650503;1.051486;0.05799429;0.9791142;-0.1567634;-0.1157465;SpineMid-0.006147804;0.2022787;0.9387861;0.02353432;0.9796647;-0.1673746;-0.1081158;Neck-0.01631341;0.3338514;0.8833741;0;0;0;0;Head-0.168172;0.09060229;0.9970749;0.7869435;-0.5901729;0.05926844;0.1700091;ShoulderLeft-0.2332916;-0.1664272;0.9922639;-0.6061364;0.06834556;0.7856241;0.1035488;ElbowLeft-0.3032862;-0.427763;0.9734958;-0.462465;0.02990085;0.8763247;0.1314803;WristLeft-0.3057715;-0.4766225;0.9727829;-0.4743294;0.005640021;0.8799506;0.0258227;HandLeft0.1448256;0.1143875;0.9069545;0.6996133;0.666993;-0.2562175;-0.003770451;ShoulderRight0.3184855;-0.1345381;0.9622564;0.620621;0.2647629;0.7199014;-0.1627023;ElbowRight0.4930125;-0.3650207;0.8895094;0.2267937;-0.05088622;0.9138533;-0.3329373;WristRight0.5675119;-0.3993898;0.8990319;0.176018;0.1791026;0.8228449;-0.5097708;HandRight-0.1236045;-0.3371533;1.135915;-0.6631802;0.727835;-0.1587024;-0.07253771;HipLeft-0.3658162;-0.3178962;0.8605244;-0.07767674;-0.4871596;0.6839216;0.5374877;KneeLeft-0.1177113;-0.5791549;0.8683431;-0.5914131;-0.2270358;0.7160361;-0.2932191;AnkleLeft-0.1046521;-0.629281;0.7449154;0;0;0;0;FootLeft0.02051456;-0.3277889;1.090343;0.5868058;0.7449338;-0.2804046;-0.1486806;HipRight0.1204055;-0.2605695;0.7395963;-0.6052308;0.0406072;-0.2075178;0.7674524;KneeRight0.5595949;-0.4341875;0.8178461;0.6279916;0.4870714;0.5356956;-0.2853388;AnkleRight0.5899954;-0.4820608;0.7033609;0;0;0;0;FootRight-0.006883623;0.1323403;0.9634892;0.07673419;0.9714698;-0.2003391;-0.1011062;SpineShoulder-0.3077845;-0.5542524;0.9908116;0;0;0;0;HandTipLeft-0.3395498;-0.4407733;0.9809999;0;0;0;0;ThumbLeft0.590119;-0.4381558;0.8923511;0;0;0;0;HandTipRight0.5867937;-0.3796543;0.923577;0;0;0;0;ThumbRight

-0.05388487;-0.3418948;1.138822;0.05982831;0.9790424;-0.1492116;-0.12503;SpineBase-0.03057046;-0.06496385;1.049133;0.05816063;0.9803758;-0.1498695;-0.1141042;SpineMid-0.006202568;0.2021265;0.9382461;0.03208081;0.9783691;-0.1738654;-0.1074041;Neck-0.01489636;0.3334043;0.8822553;0;0;0;0;Head-0.168212;0.09058456;0.9963446;0.7892379;-0.5889099;0.05674151;0.1645266;ShoulderLeft-0.242406;-0.1741783;0.9979618;0.8265038;-0.115252;-0.5462021;-0.07260713;ElbowLeft-0.3032738;-0.4303387;0.9749005;-0.5473466;0.02733912;0.8276545;0.1210466;WristLeft-0.3041942;-0.4721735;0.9718035;-0.5630509;-0.02432594;0.8255236;0.02987718;HandLeft0.1452172;0.114086;0.9071177;0.703145;0.6647794;-0.2522192;-0.00639449;ShoulderRight0.3347086;-0.1456779;0.9770706;0.5736222;0.2739527;0.7521095;-0.1738931;ElbowRight0.5166467;-0.3506586;0.9025784;0.3750336;0.0102558;0.848649;-0.3728799;WristRight0.5963808;-0.3717224;0.9138963;0.296247;0.3061023;0.7340018;-0.5289427;HandRight-0.1244306;-0.3368325;1.128959;-0.6636559;0.7287168;-0.1552927;-0.06645913;HipLeft-0.4026053;-0.4892945;0.9862024;-0.4451291;0.04153568;0.7218062;0.5283283;KneeLeft-0.7937412;-0.7122586;0.8236185;0.6715586;-0.2513347;-0.5309465;-0.4515924;AnkleLeft-0.8218402;-0.731733;0.7053275;0;0;0;0;FootLeft0.01990881;-0.3277451;1.084683;0.5903366;0.7443246;-0.2740601;-0.1495818;HipRight0.1193354;-0.2600325;0.7370409;-0.6066121;0.03066553;-0.1999693;0.7688262;KneeRight0.5628826;-0.4199222;0.808199;0.6191602;0.4909077;0.5331991;-0.30224;AnkleRight0.594092;-0.4644261;0.6931647;0;0;0;0;FootRight-0.008072471;0.1331812;0.9637729;0.0735561;0.9728687;-0.1945862;-0.1012529;SpineShoulder-0.3111463;-0.5537265;0.9848311;0;0;0;0;HandTipLeft-0.3356045;-0.4460734;0.9734648;0;0;0;0;ThumbLeft0.600404;-0.4297239;0.8849732;0;0;0;0;HandTipRight0.6128373;-0.323972;0.9449616;0;0;0;0;ThumbRight

-0.07116776;-0.3382761;1.043975;0.06734748;0.9870322;-0.06461841;-0.1305998;SpineBase-0.03857205;-0.06234069;1.003212;0.06692723;0.9878579;-0.06505358;-0.1241995;SpineMid-0.00629947;0.2019096;0.9376097;0.04388656;0.9767409;-0.165953;-0.1284941;Neck-0.01287445;0.3327696;0.8807768;0;0;0;0;Head-0.1682704;0.09057159;0.9953353;0.7926834;-0.5995882;-0.02392771;0.107585;ShoulderLeft-0.2477811;-0.1795225;1.001186;0.8677444;-0.1301046;-0.4759879;-0.05939581;ElbowLeft-0.3016261;-0.4318758;0.9759538;-0.5547348;0.01774546;0.8239786;0.1140779;WristLeft-0.2975973;-0.474892;0.9727151;-0.5807802;-0.0575529;0.8118638;-0.01609761;HandLeft0.1460593;0.113538;0.907957;0.7283857;0.6591558;-0.1756282;-0.06420738;ShoulderRight0.3419671;-0.147525;0.9855832;0.5419365;0.278372;0.7716033;-0.1828723;ElbowRight0.5105905;-0.3161979;0.9158588;0.5630785;0.1068083;0.7227324;-0.3862544;WristRight0.5919026;-0.3702865;0.9089749;0.5050826;0.2375153;0.721895;-0.4090789;HandRight-0.1418966;-0.3320895;1.033725;-0.6680871;0.736941;-0.1026544;-0.006292054;HipLeft-0.4723831;-0.4113387;0.9528503;0.01467032;-0.1590758;0.7830774;0.6010571;KneeLeft-0.1943055;-0.6357903;0.9390556;0.901665;0.4314294;-0.02843364;-0.007784982;AnkleLeft-0.08590797;-0.5319087;0.9316663;0;0;0;0;FootLeft0.00409559;-0.3242311;0.9917529;0.6142024;0.7318437;-0.2167509;-0.2004474;HipRight0.1984488;-0.232384;0.683902;-0.5372889;-0.04434165;-0.2983499;0.7876177;KneeRight0.6381068;-0.3920901;0.7535182;0.6747109;0.5197678;0.4621872;-0.2469608;AnkleRight0.5905483;-0.4379722;0.6319819;0;0;0;0;FootRight-0.009413252;0.1338958;0.9618548;0.08419039;0.9850661;-0.09354304;-0.1175017;SpineShoulder-0.3017541;-0.5679993;0.9904439;0;0;0;0;HandTipLeft-0.3453638;-0.4670327;0.9843334;0;0;0;0;ThumbLeft0.6031069;-0.442476;0.8944485;0;0;0;0;HandTipRight0.6217406;-0.3115322;0.9089565;0;0;0;0;ThumbRight

-0.03690894;-0.3531993;1.013544;0.01434569;0.989019;-0.02866078;-0.1442716;SpineBase-0.03112346;-0.06604788;0.9960398;0.01392309;0.9910316;-0.02886843;-0.1297263;SpineMid-0.006917602;0.2013575;0.9391116;0.03806127;0.9801854;-0.1542946;-0.1182416;Neck-0.01127823;0.3324472;0.8805086;0;0;0;0;Head-0.1715762;0.09051227;0.9943372;0.7912136;-0.602509;-0.02825207;0.1008254;ShoulderLeft-0.2490435;-0.1789523;1.004019;0.9033929;-0.1343719;-0.4051315;-0.04115877;ElbowLeft-0.2535168;-0.4224699;0.9420791;0.8815897;0.04902188;-0.4552948;-0.1144688;WristLeft-0.2842923;-0.481416;0.9645948;0.8276397;-0.2817008;-0.4845893;0.0288143;HandLeft0.1484311;0.1092441;0.9136644;0.7410836;0.6505813;-0.1565972;-0.05492224;ShoulderRight0.3405508;-0.1402042;0.9985574;0.4968273;0.2834388;0.797267;-0.1928483;ElbowRight0.5231243;-0.2935335;0.9233436;0.8657832;0.347358;0.2389098;-0.2695997;WristRight0.5481327;-0.2916375;0.9109732;0.6439952;0.5102423;0.2266513;-0.5230222;HandRight-0.1104154;-0.3442097;1.005146;-0.6604958;0.7482999;-0.05861539;0.01889;HipLeft-0.4222894;-0.4320039;1.081431;0.09960124;0.06917522;0.7886444;0.6027721;KneeLeft-0.09764754;-0.5618423;0.9965656;0.7288823;0.5502119;-0.3862181;0.1297418;AnkleLeft-0.007389158;-0.4956919;0.8789678;0;0;0;0;FootLeft0.03919815;-0.3408219;0.9601636;0.6237181;0.7222154;-0.2120962;-0.2107035;HipRight0.1819271;-0.5246781;0.587645;0.5670207;-0.2423988;0.6227115;-0.4816231;KneeRight0.3238307;-0.7110496;0.2303757;0.8163986;0.05652083;0.2271942;-0.5279028;AnkleRight0.2848513;-0.7391651;0.121095;0;0;0;0;FootRight-0.009628193;0.1338533;0.961256;0.06221374;0.9886443;-0.079198;-0.1115329;SpineShoulder-0.2915499;-0.5598284;0.9626103;0;0;0;0;HandTipLeft-0.3080301;-0.4741367;0.9388251;0;0;0;0;ThumbLeft0.6189475;-0.3565865;0.8969834;0;0;0;0;HandTipRight0.556641;-0.2592222;0.85415;0;0;0;0;ThumbRight

